account_id,geo_match_count,geo_under_500_count,geo_between_501_1000_count,geo_between_1001_1599_count,geo_between_1600_1800_count,geo_proximity_score,connections,matched_locations,memo_values
ACCT00158,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01450,2,0,0,1,1,5,2,"Normal non-reference transaction location; Rancho la Lagunita, Mezquital, Durango",2
ACCT00159,3,0,1,2,0,13,3,Normal non-reference transaction location,2
ACCT00160,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00822,2,0,2,0,0,14,3,Normal non-reference transaction location,3
ACCT00161,0,0,0,0,0,0,1,,1
ACCT02324,3,3,0,0,0,30,4,"Normal non-reference transaction location; Nogales, AZ",4
ACCT00162,1,1,0,0,0,10,1,"Lazaro Cardenas Port, Michoacan, Mexico",1
ACCT02188,4,1,2,1,0,27,4,"Normal non-reference transaction location; Lazaro Cardenas Port, Michoacan, Mexico",4
ACCT00163,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT00259,2,1,0,1,0,13,3,Normal non-reference transaction location,3
ACCT00164,1,0,0,1,0,3,1,"Lincoln/Juarez Bridge, Laredo, TX",1
ACCT01950,2,1,0,1,0,13,2,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",2
ACCT00165,2,0,2,0,0,14,2,"Brownsville, TX; Normal non-reference transaction location",2
ACCT01492,2,1,1,0,0,17,3,"Brownsville, TX; Normal non-reference transaction location",2
ACCT00166,1,0,0,1,0,3,1,"Paseo International South, San Diego, CA",1
ACCT01864,2,0,1,1,0,10,2,"Paseo International South, San Diego, CA; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",1
ACCT02350,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT00168,1,1,0,0,0,10,3,Normal non-reference transaction location,3
ACCT00290,1,0,0,0,1,2,2,"Bay of Campeche, Veracruz, Mexico",2
ACCT00169,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT00170,2,0,1,0,1,9,2,"Mexicali, Baja California, Mexico; Normal non-reference transaction location",2
ACCT00171,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00747,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT00172,4,2,1,1,0,30,4,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",4
ACCT01811,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT00173,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01528,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT00174,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00175,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02357,4,1,1,1,1,22,5,"Normal non-reference transaction location; Bay of Campeche, Veracruz, Mexico",4
ACCT00176,2,1,1,0,0,17,2,"Normal non-reference transaction location; 5900 Highway 225, Deer Park, TX",2
ACCT01688,2,1,0,1,0,13,2,"Normal non-reference transaction location; Av Central 450, Reynosa, Tamaulipas",2
ACCT00177,1,1,0,0,0,10,1,"Matamoros, Tamaulipas, Mexico",1
ACCT00860,1,1,0,0,0,10,2,"Matamoros, Tamaulipas, Mexico",2
ACCT00178,2,0,2,0,0,14,3,Normal non-reference transaction location,3
ACCT00785,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT00179,3,1,1,0,1,19,3,"Normal non-reference transaction location; 4215 Ketcham Street, Elmhurst, NY",3
ACCT01162,5,2,1,1,1,32,5,"Mexicali, Baja California, Mexico; Normal non-reference transaction location",5
ACCT02045,3,0,1,1,1,12,3,Normal non-reference transaction location,3
ACCT00181,1,0,0,0,1,2,1,"Juarez, Chihuahua, Mexico",1
ACCT02009,3,0,1,1,1,12,3,"Normal non-reference transaction location; Juarez, Chihuahua, Mexico; Bachigualato, Culiacan, Sinaloa",3
ACCT02027,4,1,2,1,0,27,4,"Normal non-reference transaction location; 216 Zhongshan East Rd, Shijiazhuang, Hebei, China; Cadereyta Jimenez, Nuevo Leon, Mexico; Jiangsu Bangdeya New Material Technology Company, Changzhou, China",4
ACCT00183,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00184,3,2,0,0,1,22,4,Normal non-reference transaction location,4
ACCT02176,3,1,1,0,1,19,3,Normal non-reference transaction location,3
ACCT00185,4,1,1,2,0,23,4,"Normal non-reference transaction location; Bridge of the Americas Port Entry, El Paso, TX; Bay of Campeche, Veracruz, Mexico",3
ACCT01690,2,1,0,1,0,13,2,"Normal non-reference transaction location; Bridge of the Americas Port Entry, El Paso, TX",2
ACCT00186,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00459,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00187,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01010,2,0,1,1,0,10,3,Normal non-reference transaction location,3
ACCT00188,2,1,0,1,0,13,2,"Normal non-reference transaction location; Altamira, Tamaulipas, Mexico",2
ACCT02014,3,0,2,1,0,17,3,Normal non-reference transaction location,3
ACCT00189,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02430,3,1,1,1,0,20,3,Normal non-reference transaction location; PRC to Sinaloa Corridor,3
ACCT00190,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02025,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT00191,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT00300,3,1,1,0,1,19,3,Normal non-reference transaction location; PRC to Sinaloa Corridor,2
ACCT00192,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT00524,3,0,2,0,1,16,3,"Normal non-reference transaction location; 216 Zhongshan East Rd, Shijiazhuang, Hebei, China",3
ACCT00193,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT00607,1,0,0,0,1,2,2,Normal non-reference transaction location,2
ACCT00194,2,1,1,0,0,17,2,"Normal non-reference transaction location; Lazaro Cardenas Port, Michoacan, Mexico",2
ACCT01350,2,1,0,1,0,13,2,"Lazaro Cardenas Port, Michoacan, Mexico; Bay of Campeche, Veracruz, Mexico",2
ACCT00195,2,1,0,1,0,13,3,Normal non-reference transaction location,3
ACCT01590,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT00196,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00388,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00197,1,0,0,1,0,3,1,"Xiamen Section, China Pilot Free Trade Zone",1
ACCT01994,2,1,0,1,0,13,2,"Xiamen Section, China Pilot Free Trade Zone; 7141 Office City Dr, Houston, TX",2
ACCT00198,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT01368,2,0,1,1,0,10,2,"Normal non-reference transaction location; Henan Ruiju Biotechnology, Zhengzhou, Henan, China",2
ACCT00199,3,1,1,1,0,20,3,"Normal non-reference transaction location; Rancho la Lagunita, Mezquital, Durango",3
ACCT00538,4,1,1,2,0,23,4,"Normal non-reference transaction location; Bachigualato, Culiacan, Sinaloa",4
ACCT00200,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01993,1,0,0,0,1,2,2,Normal non-reference transaction location,2
ACCT00201,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT01371,2,1,0,0,1,12,2,"Normal non-reference transaction location; 111 Jalnidhi Complex, Opp. Bahumali Building, Surat, Gujarat 395001",2
ACCT00202,0,0,0,0,0,0,1,,1
ACCT00203,3,2,1,0,0,27,3,"Normal non-reference transaction location; Badiraguato, Sinaloa, Mexico",3
ACCT01279,2,1,1,0,0,17,2,"Altamira, Tamaulipas, Mexico; Badiraguato, Sinaloa, Mexico",2
ACCT00204,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01015,3,1,0,2,0,16,3,Normal non-reference transaction location,3
ACCT00205,1,0,0,0,1,2,1,"Cadereyta Jimenez, Nuevo Leon, Mexico",1
ACCT01866,1,0,0,0,1,2,2,"Cadereyta Jimenez, Nuevo Leon, Mexico",2
ACCT00206,3,0,0,3,0,9,4,"Normal non-reference transaction location; 111 Jalnidhi Complex, Opp. Bahumali Building, Surat, Gujarat 395001; San Luis, AZ",4
ACCT00207,2,0,1,1,0,10,2,"Normal non-reference transaction location; Henan Ruiju Biotechnology, Zhengzhou, Henan, China",2
ACCT02059,3,0,1,1,1,12,3,"Normal non-reference transaction location; Matamoros, Tamaulipas, Mexico",3
ACCT00208,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00209,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01248,5,2,1,0,2,31,5,"Normal non-reference transaction location; Nogales, AZ; Matamoros, Tamaulipas, Mexico",5
ACCT00210,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00573,3,0,1,2,0,13,3,"Normal non-reference transaction location; 7141 Office City Dr, Houston, TX; Badiraguato, Sinaloa, Mexico",3
ACCT00211,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01467,3,1,1,0,1,19,4,"Normal non-reference transaction location; Manzanillo, Colima, Mexico",4
ACCT00212,4,0,0,3,1,11,5,"Normal non-reference transaction location; Hanhong Medicine Technology Company, Wuhan, China; Bachigualato, Culiacan, Sinaloa",5
ACCT02470,2,1,0,1,0,13,4,Normal non-reference transaction location,4
ACCT00213,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT00798,1,1,0,0,0,10,3,Normal non-reference transaction location,3
ACCT01284,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT00215,4,1,2,1,0,27,4,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",2
ACCT00794,3,1,2,0,0,24,3,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",3
ACCT00216,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02457,4,0,2,2,0,20,4,Normal non-reference transaction location,3
ACCT00217,1,0,1,0,0,7,1,"216 Zhongshan East Rd, Shijiazhuang, Hebei, China",1
ACCT00811,2,0,1,1,0,10,3,"216 Zhongshan East Rd, Shijiazhuang, Hebei, China; Bachigualato, Culiacan, Sinaloa",2
ACCT00218,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00775,3,2,0,0,1,22,3,"Normal non-reference transaction location; Henan Ruiju Biotechnology, Zhengzhou, Henan, China",3
ACCT00219,3,0,2,0,1,16,3,"Normal non-reference transaction location; Av Central 450, Reynosa, Tamaulipas",3
ACCT01622,2,0,1,1,0,10,2,"Normal non-reference transaction location; Av Central 450, Reynosa, Tamaulipas",2
ACCT00220,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT00221,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT00770,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT00222,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01945,4,2,2,0,0,34,4,"Normal non-reference transaction location; Jiangsu Bangdeya New Material Technology Company, Changzhou, China; Nogales, AZ",4
ACCT00223,2,0,2,0,0,14,3,Normal non-reference transaction location,3
ACCT00846,4,0,3,1,0,24,4,Normal non-reference transaction location,3
ACCT00224,2,0,0,1,1,5,2,"Normal non-reference transaction location; Manzanillo, Colima, Mexico",2
ACCT01576,3,1,0,0,2,14,3,"Normal non-reference transaction location; 4215 Ketcham Street, Elmhurst, NY; Manzanillo, Colima, Mexico",3
ACCT00225,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00797,2,0,2,0,0,14,2,"Normal non-reference transaction location; Av Central 450, Reynosa, Tamaulipas",2
ACCT00226,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00886,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00227,1,0,1,0,0,7,1,"Hanhong Medicine Technology Company, Wuhan, China",1
ACCT00952,2,1,1,0,0,17,3,"216 Zhongshan East Rd, Shijiazhuang, Hebei, China; Hanhong Medicine Technology Company, Wuhan, China",2
ACCT00228,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01567,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT00229,0,0,0,0,0,0,1,,1
ACCT00844,2,0,0,1,1,5,4,Normal non-reference transaction location,3
ACCT00230,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT01169,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT00231,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00560,2,0,1,1,0,10,3,Normal non-reference transaction location,3
ACCT00233,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00859,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00234,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00264,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT00235,4,0,3,0,1,23,4,"Normal non-reference transaction location; Hanhong Medicine Technology Company, Wuhan, China; Manzanillo, Colima, Mexico",4
ACCT02466,2,0,1,1,0,10,2,"Normal non-reference transaction location; Manzanillo, Colima, Mexico",2
ACCT00236,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT01828,4,1,1,0,2,21,4,"Normal non-reference transaction location; 5900 Highway 225, Deer Park, TX",3
ACCT00237,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT00360,4,0,3,1,0,24,4,"Normal non-reference transaction location; 216 Zhongshan East Rd, Shijiazhuang, Hebei, China",3
ACCT00238,2,1,0,0,1,12,2,"Normal non-reference transaction location; Tamazula de Gordiano, Jalisco, Mexico",1
ACCT02454,3,2,0,0,1,22,4,"Normal non-reference transaction location; Tamazula de Gordiano, Jalisco, Mexico",3
ACCT02245,4,1,0,3,0,19,5,"Blvd Dolores del Rio No. 704, Queretaro; Normal non-reference transaction location; 4215 Ketcham Street, Elmhurst, NY",5
ACCT00240,2,0,0,1,1,5,4,Normal non-reference transaction location,4
ACCT02002,3,0,0,3,0,9,3,Normal non-reference transaction location,3
ACCT00241,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01613,2,1,0,0,1,12,2,"Normal non-reference transaction location; Bachigualato, Culiacan, Sinaloa",2
ACCT00242,3,1,2,0,0,24,3,Normal non-reference transaction location,3
ACCT01232,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00243,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01639,2,0,1,0,1,9,2,"Normal non-reference transaction location; Jiangsu Bangdeya New Material Technology Company, Changzhou, China",2
ACCT00244,2,0,0,2,0,6,2,"Normal non-reference transaction location; Heroica Matamoros, Tamaulipas, Mexico",2
ACCT00245,2,1,0,1,0,13,2,"Normal non-reference transaction location; Altamira, Tamaulipas, Mexico",2
ACCT02325,2,0,0,2,0,6,2,"Normal non-reference transaction location; Altamira, Tamaulipas, Mexico",2
ACCT00246,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01965,3,1,0,0,2,14,3,"Normal non-reference transaction location; Av Central 450, Reynosa, Tamaulipas",3
ACCT00483,3,2,0,0,1,22,3,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor; Av Central 450, Reynosa, Tamaulipas",3
ACCT00248,2,0,0,0,2,4,2,Normal non-reference transaction location,2
ACCT02107,3,1,0,1,1,15,3,Normal non-reference transaction location,3
ACCT00249,2,1,1,0,0,17,2,Normal non-reference transaction location,1
ACCT01725,3,1,1,1,0,20,3,Normal non-reference transaction location,3
ACCT01014,2,2,0,0,0,20,2,"Mexicali, Baja California, Mexico; Normal non-reference transaction location",2
ACCT00251,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT01438,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00252,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00253,0,0,0,0,0,0,1,,1
ACCT01629,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT00254,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00861,3,1,1,1,0,20,3,Normal non-reference transaction location,2
ACCT00255,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT00256,2,0,2,0,0,14,3,Normal non-reference transaction location,3
ACCT01018,3,2,1,0,0,27,3,"Normal non-reference transaction location; 5900 Highway 225, Deer Park, TX",3
ACCT00257,2,1,0,0,1,12,2,"Blvd Dolores del Rio No. 704, Queretaro; Veracruz de Ignacio de la Llave, Mexico",1
ACCT00604,2,1,0,1,0,13,3,"Blvd Dolores del Rio No. 704, Queretaro; Normal non-reference transaction location",3
ACCT00258,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01312,2,0,0,2,0,6,2,"Normal non-reference transaction location; 216 Zhongshan East Rd, Shijiazhuang, Hebei, China",2
ACCT00964,2,1,1,0,0,17,3,Normal non-reference transaction location,3
ACCT00260,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00324,3,1,0,1,1,15,3,Normal non-reference transaction location,3
ACCT00261,3,2,1,0,0,27,4,"Normal non-reference transaction location; Jiangsu Bangdeya New Material Technology Company, Changzhou, China",3
ACCT01547,5,1,1,1,2,24,5,Normal non-reference transaction location,5
ACCT00262,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT02260,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT00280,2,1,1,0,0,17,2,"Normal non-reference transaction location; Rancho la Lagunita, Mezquital, Durango",2
ACCT00265,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01636,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT00266,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00267,4,1,1,1,1,22,4,"Normal non-reference transaction location; Paseo International South, San Diego, CA",3
ACCT02298,4,3,0,0,1,32,4,"Mexicali, Baja California, Mexico; Normal non-reference transaction location",4
ACCT00268,1,0,0,1,0,3,2,Normal non-reference transaction location,1
ACCT00783,1,0,1,0,0,7,3,"7141 Office City Dr, Houston, TX",3
ACCT00269,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00425,2,1,1,0,0,17,2,"Normal non-reference transaction location; Manzanillo, Colima, Mexico",2
ACCT01373,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT00271,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00323,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00272,4,1,1,2,0,23,4,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",4
ACCT02012,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00273,1,1,0,0,0,10,1,"Av Central 450, Reynosa, Tamaulipas",1
ACCT00889,2,1,0,1,0,13,3,"Normal non-reference transaction location; Av Central 450, Reynosa, Tamaulipas",3
ACCT00274,2,0,1,0,1,9,2,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",2
ACCT00275,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00276,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02186,3,0,1,2,0,13,3,"Normal non-reference transaction location; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",3
ACCT00454,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT00278,1,1,0,0,0,10,1,"Mexicali, Baja California, Mexico",1
ACCT00279,3,1,2,0,0,24,3,"Blvd Dolores del Rio No. 704, Queretaro; San Ysidro Blvd, San Diego, CA; Normal non-reference transaction location",3
ACCT01091,3,2,0,1,0,23,3,"San Ysidro Blvd, San Diego, CA; Normal non-reference transaction location; Rancho la Lagunita, Mezquital, Durango",3
ACCT00281,4,3,1,0,0,37,4,"Normal non-reference transaction location; San Luis, AZ",4
ACCT01941,4,2,1,1,0,30,4,Normal non-reference transaction location,4
ACCT01464,3,0,2,0,1,16,3,Normal non-reference transaction location,3
ACCT00283,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00616,3,1,1,1,0,20,3,Normal non-reference transaction location,3
ACCT00284,4,1,2,0,1,26,4,"Normal non-reference transaction location; Yanking Blvd, Jiangtan, Jiang'an District, Wuhan, China; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",3
ACCT01635,3,0,1,1,1,12,3,Normal non-reference transaction location,3
ACCT00285,3,1,0,0,2,14,3,"Brownsville, TX; Normal non-reference transaction location",3
